,Unnamed: 0,index,Unnamed: 0.1,posts,Mach,LSRP12,LSRP2,NRSM,languages,clean_msg,msg_lower
4276,8287,12222,12222,"In the end it will make sense trust me 
The lonely nights u will spend feeling worthless will fade away 
Just keep your head down and dont ever give up 
DONT EVER GIVE UP",59.0,4.0,2.2,18.0,en,"In the end it will make sense trust me 
The lonely nights u will spend feeling worthless will fade away 
Just keep your head down and dont ever give up 
DONT EVER GIVE UP","in the end it will make sense trust me 
the lonely nights u will spend feeling worthless will fade away 
just keep your head down and dont ever give up 
dont ever give up"
4277,8291,12227,12227,Perfect conversation doesnt exis,31.0,2.3,3.2,14.0,en,Perfect conversation doesnt exis,perfect conversation doesnt exis
4278,8294,12230,12230,"Its gonna be LEGENDARY
shironamhincoming",31.0,2.3,3.2,14.0,en,"Its gonna be LEGENDARY
shironamhincoming","its gonna be legendary
shironamhincoming"
4279,8295,12231,12231,Wait for it,31.0,2.3,3.2,14.0,en,Wait for it,wait for it
4280,8298,12234,12234,5th floorGanguli building,31.0,2.3,3.2,14.0,en,5th floorGanguli building,5th floorganguli building
4281,8322,12264,12264,Every time,31.0,2.3,3.2,14.0,en,Every time,every time
4282,8323,12265,12265,That tradition,31.0,2.3,3.2,14.0,en,That tradition,that tradition
4283,8326,12269,12269,"remianforever
PC Sadman Sakib",31.0,2.3,3.2,14.0,en,"remianforever
PC Sadman Sakib","remianforever
pc sadman sakib"
4284,8350,12298,12298,"The judgement day
There is only two way to goheaven or hell",31.0,2.3,3.2,14.0,en,"The judgement day
There is only two way to goheaven or hell","the judgement day
there is only two way to goheaven or hell"
4285,8351,12299,12299,Tomorrowthe day of happiness or sadness  ,31.0,2.3,3.2,14.0,en,Tomorrowthe day of happiness or sadness  ,tomorrowthe day of happiness or sadness  
4286,8352,12300,12300,"“You know youre in love when you cant fall asleep because reality is finally better than your dreams” 
― Dr Seuss",31.0,2.3,3.2,14.0,en,"“You know youre in love when you cant fall asleep because reality is finally better than your dreams” 
― Dr Seuss","“you know youre in love when you cant fall asleep because reality is finally better than your dreams” 
― dr seuss"
4287,8353,12303,12303,From today its my new facebook account RIP the old one,31.0,2.3,3.2,14.0,en,From today its my new facebook account RIP the old one,from today its my new facebook account rip the old one
4288,8356,12310,12310,scattered mind is the most harmfull thing to have how should i get  rid of it ,52.0,1.8,2.1,15.0,en,scattered mind is the most harmfull thing to have how should i get  rid of it ,scattered mind is the most harmfull thing to have how should i get  rid of it 
4289,8357,12313,12313,If u are obsessed with nasty and vulgar videos or whatever elseand you want to get rid of itthen u must read this excellent booka must read bookমুক্ত বাতাসের খোঁজে,52.0,1.8,2.1,15.0,en,If u are obsessed with nasty and vulgar videos or whatever elseand you want to get rid of itthen u must read this excellent booka must read bookমুক্ত বাতাসের খোঁজে,if u are obsessed with nasty and vulgar videos or whatever elseand you want to get rid of itthen u must read this excellent booka must read bookমুক্ত বাতাসের খোঁজে
4290,8358,12315,12315,Its embarrassing when 99 of the people around dont recognise your university,52.0,1.8,2.1,15.0,en,Its embarrassing when 99 of the people around dont recognise your university,its embarrassing when 99 of the people around dont recognise your university
4291,8365,12331,12331,i amaze with those who stare at me i mean if u want autograph or  selfiejust simply ask D,52.0,1.8,2.1,15.0,en,i amaze with those who stare at me i mean if u want autograph or  selfiejust simply ask D,i amaze with those who stare at me i mean if u want autograph or  selfiejust simply ask d
4292,8366,12332,12332,"i was bothered with mosquitos so i wanted to make them fooli opened the window and let all mosquitos from outside into my room and then  closed the window
Thats called Deceiving the enemy",52.0,1.8,2.1,15.0,en,"i was bothered with mosquitos so i wanted to make them fooli opened the window and let all mosquitos from outside into my room and then  closed the window
Thats called Deceiving the enemy","i was bothered with mosquitos so i wanted to make them fooli opened the window and let all mosquitos from outside into my room and then  closed the window
thats called deceiving the enemy"
4293,8367,12333,12333,I wanted to post a status on  frustration then I didnt that,52.0,1.8,2.1,15.0,en,I wanted to post a status on  frustration then I didnt that,i wanted to post a status on  frustration then i didnt that
4294,8369,12338,12338,"pls turn on the subtitle at the time of hearing it
",52.0,1.8,2.1,15.0,en,"pls turn on the subtitle at the time of hearing it
","pls turn on the subtitle at the time of hearing it
"
4295,8374,12345,12345,is apocalypse knocking at the door,52.0,1.8,2.1,15.0,en,is apocalypse knocking at the door,is apocalypse knocking at the door
4296,8378,12350,12350,"gd n8

collected",52.0,1.8,2.1,15.0,en,"gd n8

collected","gd n8

collected"
4297,8381,12354,12354,"Whats the saddest thing about betrayal
 It never comes from an enemy

collected",52.0,1.8,2.1,15.0,en,"Whats the saddest thing about betrayal
 It never comes from an enemy

collected","whats the saddest thing about betrayal
 it never comes from an enemy

collected"
4298,8382,12355,12355,"and the ultimate truth is that
One day the RIGHT will conquer WRONG
although they are going through a dark tunnel",52.0,1.8,2.1,15.0,en,"and the ultimate truth is that
One day the RIGHT will conquer WRONG
although they are going through a dark tunnel","and the ultimate truth is that
one day the right will conquer wrong
although they are going through a dark tunnel"
4299,8392,12378,12378,seriously bro,52.0,1.8,2.1,15.0,en,seriously bro,seriously bro
4300,8393,12379,12379,"Thisara Perera  
U beauty ♥♥♥♥ 😍😍
Many Many times later Ive witnessed a wonderful match",52.0,1.8,2.1,15.0,en,"Thisara Perera  
U beauty ♥♥♥♥ 😍😍
Many Many times later Ive witnessed a wonderful match","thisara perera  
u beauty ♥♥♥♥ 😍😍
many many times later ive witnessed a wonderful match"
4301,8395,12383,12383,Happy  sweet living alone with yourself  😊,52.0,1.8,2.1,15.0,en,Happy  sweet living alone with yourself  😊,happy  sweet living alone with yourself  😊
4302,8400,12389,12389,Romours killing our hearts pls dont do this,52.0,1.8,2.1,15.0,en,Romours killing our hearts pls dont do this,romours killing our hearts pls dont do this
4303,8401,12390,12390,New Information,52.0,1.8,2.1,15.0,en,New Information,new information
4304,8408,12397,12397,It makes me sobbing extremely   Procrastination of anything is always bitter,52.0,1.8,2.1,15.0,en,It makes me sobbing extremely   Procrastination of anything is always bitter,it makes me sobbing extremely   procrastination of anything is always bitter
4305,8411,12403,12403,I think those who have have sisters are happy I am not among them  Regret,52.0,1.8,2.1,15.0,en,I think those who have have sisters are happy I am not among them  Regret,i think those who have have sisters are happy i am not among them  regret
4306,8415,12407,12407,If u give me a strong Wifi I shall never remember u,52.0,1.8,2.1,15.0,en,If u give me a strong Wifi I shall never remember u,if u give me a strong wifi i shall never remember u
4307,8417,12409,12409,A must read article,52.0,1.8,2.1,15.0,en,A must read article,a must read article
4308,8421,12413,12413,"Eagerly awaiting for the opening of glasses
I used to see the boy washing plates
Working whole daybut having  small appetiser
A maze little boyhardly can utter his name
Never supposed to be in a triflingmade
I gaze upon him deeply
Tears fall apart unconsciously 
Heart gets a severe affliction
Stubbornly brain wondershow cruelty it is
But I cant reply to the brain
Indeed my silence is tantamount to the society
Todays Capitalistic society",52.0,1.8,2.1,15.0,en,"Eagerly awaiting for the opening of glasses
I used to see the boy washing plates
Working whole daybut having  small appetiser
A maze little boyhardly can utter his name
Never supposed to be in a triflingmade
I gaze upon him deeply
Tears fall apart unconsciously 
Heart gets a severe affliction
Stubbornly brain wondershow cruelty it is
But I cant reply to the brain
Indeed my silence is tantamount to the society
Todays Capitalistic society","eagerly awaiting for the opening of glasses
i used to see the boy washing plates
working whole daybut having  small appetiser
a maze little boyhardly can utter his name
never supposed to be in a triflingmade
i gaze upon him deeply
tears fall apart unconsciously 
heart gets a severe affliction
stubbornly brain wondershow cruelty it is
but i cant reply to the brain
indeed my silence is tantamount to the society
todays capitalistic society"
4309,8425,12417,12417,"RainRain go away
Come again another day
Little Shawon wants to play
Rain Rain go away",52.0,1.8,2.1,15.0,en,"RainRain go away
Come again another day
Little Shawon wants to play
Rain Rain go away","rainrain go away
come again another day
little shawon wants to play
rain rain go away"
4310,8434,12427,12427,if there is one winning ticket in a large lottery it is reasonable to believe of any particular lottery ticket that it is not the winning ticket but it is not reasonable to believe that no lottery ticket will win 😉,52.0,1.8,2.1,15.0,en,if there is one winning ticket in a large lottery it is reasonable to believe of any particular lottery ticket that it is not the winning ticket but it is not reasonable to believe that no lottery ticket will win 😉,if there is one winning ticket in a large lottery it is reasonable to believe of any particular lottery ticket that it is not the winning ticket but it is not reasonable to believe that no lottery ticket will win 😉
4311,8435,12428,12428,am I the only one who didnt sleep at all,52.0,1.8,2.1,15.0,en,am I the only one who didnt sleep at all,am i the only one who didnt sleep at all
4312,8436,12429,12429,Best childhood serial reback 💜,52.0,1.8,2.1,15.0,en,Best childhood serial reback 💜,best childhood serial reback 💜
4313,8439,12433,12433,What a Reunion,52.0,1.8,2.1,15.0,en,What a Reunion,what a reunion
4314,8451,12450,12450,A trip close to my heart ❤️,59.0,2.2,3.4,17.0,en,A trip close to my heart ❤️,a trip close to my heart ❤️
4315,8452,12451,12451,Wishing these people a very happy 25 years of marriage ❤️,59.0,2.2,3.4,17.0,en,Wishing these people a very happy 25 years of marriage ❤️,wishing these people a very happy 25 years of marriage ❤️
4316,8453,12452,12452,"I can’t even imagine how days will go on from now onBasically I cant write anything right now cause I’m getting too emotional

We grew up together and in the meantime had enough memories to tell our grandchildren aboutStill hoping that we can make more of those memoriesAnd I don’t think anything can actually explain how i feel for you 

Love you Ayaz and will miss you like too fucking much❤️❤️❤️",59.0,2.2,3.4,17.0,en,"I can’t even imagine how days will go on from now onBasically I cant write anything right now cause I’m getting too emotional

We grew up together and in the meantime had enough memories to tell our grandchildren aboutStill hoping that we can make more of those memoriesAnd I don’t think anything can actually explain how i feel for you 

Love you Ayaz and will miss you like too fucking much❤️❤️❤️","i can’t even imagine how days will go on from now onbasically i cant write anything right now cause i’m getting too emotional

we grew up together and in the meantime had enough memories to tell our grandchildren aboutstill hoping that we can make more of those memoriesand i don’t think anything can actually explain how i feel for you 

love you ayaz and will miss you like too fucking much❤️❤️❤️"
4317,8454,12453,12453,"A place that can never be forgotten

And the memories that can never be expressed in words ❤️❤️",59.0,2.2,3.4,17.0,en,"A place that can never be forgotten

And the memories that can never be expressed in words ❤️❤️","a place that can never be forgotten

and the memories that can never be expressed in words ❤️❤️"
4318,8456,12455,12455,"NahI don’t know this guyProbably went to the same school and sat together for 8 years 3

Happy birthday bruh ❤️",59.0,2.2,3.4,17.0,en,"NahI don’t know this guyProbably went to the same school and sat together for 8 years 3

Happy birthday bruh ❤️","nahi don’t know this guyprobably went to the same school and sat together for 8 years 3

happy birthday bruh ❤️"
4319,8457,12456,12456,Howling together 🐺🐺,59.0,2.2,3.4,17.0,en,Howling together 🐺🐺,howling together 🐺🐺
4320,8458,12457,12457,"This guyThe guy who brought about a remarkable change in my life in a very short timeI couldn’t forget you even if i triedAnd for sure i won’t find another Raosaam in my life

Thanks for dragging me throughout school manI’ll cherish our friendship foreverAnd dont even dare to cut connectionsLove you
Rx ❤️❤️

My friend Raosaam leaving for Davidson University tonightPray for him everyone",59.0,2.2,3.4,17.0,en,"This guyThe guy who brought about a remarkable change in my life in a very short timeI couldn’t forget you even if i triedAnd for sure i won’t find another Raosaam in my life

Thanks for dragging me throughout school manI’ll cherish our friendship foreverAnd dont even dare to cut connectionsLove you
Rx ❤️❤️

My friend Raosaam leaving for Davidson University tonightPray for him everyone","this guythe guy who brought about a remarkable change in my life in a very short timei couldn’t forget you even if i triedand for sure i won’t find another raosaam in my life

thanks for dragging me throughout school mani’ll cherish our friendship foreverand dont even dare to cut connectionslove you
rx ❤️❤️

my friend raosaam leaving for davidson university tonightpray for him everyone"
4321,8459,12458,12458,The day we’ve been waiting for ❤️❤️❤️,59.0,2.2,3.4,17.0,en,The day we’ve been waiting for ❤️❤️❤️,the day we’ve been waiting for ❤️❤️❤️
4322,8460,12459,12459,Thinking about good old days D,59.0,2.2,3.4,17.0,en,Thinking about good old days D,thinking about good old days d
4323,8464,12464,12464,Last good thing i had ❤️❤️,59.0,2.2,3.4,17.0,en,Last good thing i had ❤️❤️,last good thing i had ❤️❤️
4324,8465,12465,12465,No matter how you feelGet updress upshow up and never Give up,59.0,2.2,3.4,17.0,en,No matter how you feelGet updress upshow up and never Give up,no matter how you feelget updress upshow up and never give up
4325,8466,12466,12466,"Couldn’t make it perfectBut felt like uploading it

Perfect by Ed Sheeran

Sorry for the mistakesbut still if you liked it please do give it a share D",59.0,2.2,3.4,17.0,en,"Couldn’t make it perfectBut felt like uploading it

Perfect by Ed Sheeran

Sorry for the mistakesbut still if you liked it please do give it a share D","couldn’t make it perfectbut felt like uploading it

perfect by ed sheeran

sorry for the mistakesbut still if you liked it please do give it a share d"
4326,8467,12467,12467,Labib making us proud everyday ❤️❤️,59.0,2.2,3.4,17.0,en,Labib making us proud everyday ❤️❤️,labib making us proud everyday ❤️❤️
4327,8469,12469,12469,"Welcome to the Family little Angel ❤️

Alhamdulillah Pinky apu was blessed with a beautiful and healthy daughter",59.0,2.2,3.4,17.0,en,"Welcome to the Family little Angel ❤️

Alhamdulillah Pinky apu was blessed with a beautiful and healthy daughter","welcome to the family little angel ❤️

alhamdulillah pinky apu was blessed with a beautiful and healthy daughter"
4328,8470,12470,12470,Feels like the set of “The Truman Show”,59.0,2.2,3.4,17.0,en,Feels like the set of “The Truman Show”,feels like the set of “the truman show”
4329,8471,12471,12471,With the pretty lady ❤️,59.0,2.2,3.4,17.0,en,With the pretty lady ❤️,with the pretty lady ❤️
4330,8472,12472,12472,Its the memories that keep us alive forever 3,59.0,2.2,3.4,17.0,en,Its the memories that keep us alive forever 3,its the memories that keep us alive forever 3
4331,8473,12473,12473,Accurate afSadly ’,59.0,2.2,3.4,17.0,en,Accurate afSadly ’,accurate afsadly ’
4332,8474,12474,12474,"We are 36
Remember the number 😎",59.0,2.2,3.4,17.0,en,"We are 36
Remember the number 😎","we are 36
remember the number 😎"
4333,8476,12476,12476,As free as the ocean 🌊,59.0,2.2,3.4,17.0,en,As free as the ocean 🌊,as free as the ocean 🌊
4334,8477,12477,12477,A smile doesn’t always mean you’re happy,59.0,2.2,3.4,17.0,en,A smile doesn’t always mean you’re happy,a smile doesn’t always mean you’re happy
4335,8478,12478,12478,And here I’m thinking I’m probably gonna flunk mid semester,59.0,2.2,3.4,17.0,en,And here I’m thinking I’m probably gonna flunk mid semester,and here i’m thinking i’m probably gonna flunk mid semester
4336,8479,12479,12479,"A feast it was🎉🎊

Happy birthday Aunim ❤️",59.0,2.2,3.4,17.0,en,"A feast it was🎉🎊

Happy birthday Aunim ❤️","a feast it was🎉🎊

happy birthday aunim ❤️"
4337,8480,12480,12480,"Id give anything to be this happy at this time 

Thank you Tarek Hossain ♥",59.0,2.2,3.4,17.0,en,"Id give anything to be this happy at this time 

Thank you Tarek Hossain ♥","id give anything to be this happy at this time 

thank you tarek hossain ♥"
4338,8482,12482,12482,Just when I thought life couldn’t possibly throw me any more curveballs,59.0,2.2,3.4,17.0,en,Just when I thought life couldn’t possibly throw me any more curveballs,just when i thought life couldn’t possibly throw me any more curveballs
4339,8483,12483,12483,"Money can’t buy you happinessbut it can buy you an Audi

Hoping to acquire that money someday 😎",59.0,2.2,3.4,17.0,en,"Money can’t buy you happinessbut it can buy you an Audi

Hoping to acquire that money someday 😎","money can’t buy you happinessbut it can buy you an audi

hoping to acquire that money someday 😎"
4340,8484,12484,12484,Miraj bhaiyas holud night was lit 🎉🎊,59.0,2.2,3.4,17.0,en,Miraj bhaiyas holud night was lit 🎉🎊,miraj bhaiyas holud night was lit 🎉🎊
4341,8485,12486,12486,NotOurVC,59.0,2.2,3.4,17.0,en,NotOurVC,notourvc
4342,8486,12487,12487,Yeah right 😂😂,59.0,2.2,3.4,17.0,en,Yeah right 😂😂,yeah right 😂😂
4343,8487,12488,12488,"When you’re feeling extremely lowall you can try to do is look up
 
Not really",59.0,2.2,3.4,17.0,en,"When you’re feeling extremely lowall you can try to do is look up
 
Not really","when you’re feeling extremely lowall you can try to do is look up
 
not really"
4344,8490,12491,12491,Bros with the groom🎉🎎🎊,59.0,2.2,3.4,17.0,en,Bros with the groom🎉🎎🎊,bros with the groom🎉🎎🎊
4345,8493,12494,12494,Bieyshadi Chronicles🎉🎎,59.0,2.2,3.4,17.0,en,Bieyshadi Chronicles🎉🎎,bieyshadi chronicles🎉🎎
4346,8494,12495,12495,With guitarbro sjcissrv 🎤🎸🎧,59.0,2.2,3.4,17.0,en,With guitarbro sjcissrv 🎤🎸🎧,with guitarbro sjcissrv 🎤🎸🎧
4347,8497,12498,12498,"Well finally a status worthy result

Iut 98 D D
Alhamdulillah",59.0,2.2,3.4,17.0,en,"Well finally a status worthy result

Iut 98 D D
Alhamdulillah","well finally a status worthy result

iut 98 d d
alhamdulillah"
4348,8500,12501,12501,"Been sitting eyes wide open behind the four walls

Saif J Bhuiyan doing wonders with his phone 3",59.0,2.2,3.4,17.0,en,"Been sitting eyes wide open behind the four walls

Saif J Bhuiyan doing wonders with his phone 3","been sitting eyes wide open behind the four walls

saif j bhuiyan doing wonders with his phone 3"
4349,8501,12502,12502,"This guy
A classmatea teammatea frienda brother and most importantly a person you can count onHe has turned out to mean all these things and a lot more to methroughout the yearsSo saying goodbye unquestionably couldnt get any harder 

If this was a kind of movie then this definitely wouldnt be a conclusion but this is a type of intervalAnd sadly real life intervals hurt like shitAnd especially intervals after 10 long yearsStill just hope that we can recreate our good times somewhere along the future

Sorry dst beshi emotional hoye gesilam   

So farewell man and hope that you reach the heights that you dream of Goodbye and till next timeAbu Bakar Siddique you will be missed 3 3",59.0,2.2,3.4,17.0,en,"This guy
A classmatea teammatea frienda brother and most importantly a person you can count onHe has turned out to mean all these things and a lot more to methroughout the yearsSo saying goodbye unquestionably couldnt get any harder 

If this was a kind of movie then this definitely wouldnt be a conclusion but this is a type of intervalAnd sadly real life intervals hurt like shitAnd especially intervals after 10 long yearsStill just hope that we can recreate our good times somewhere along the future

Sorry dst beshi emotional hoye gesilam   

So farewell man and hope that you reach the heights that you dream of Goodbye and till next timeAbu Bakar Siddique you will be missed 3 3","this guy
a classmatea teammatea frienda brother and most importantly a person you can count onhe has turned out to mean all these things and a lot more to methroughout the yearsso saying goodbye unquestionably couldnt get any harder 

if this was a kind of movie then this definitely wouldnt be a conclusion but this is a type of intervaland sadly real life intervals hurt like shitand especially intervals after 10 long yearsstill just hope that we can recreate our good times somewhere along the future

sorry dst beshi emotional hoye gesilam   

so farewell man and hope that you reach the heights that you dream of goodbye and till next timeabu bakar siddique you will be missed 3 3"
4350,8502,12503,12503,"It has been a ride manWev seen things what many dream ofand also things what might give many nightmaresAnd weve done it all togetherHope this continues for the rest of our lives

Happy birthday brother ♥♥",59.0,2.2,3.4,17.0,en,"It has been a ride manWev seen things what many dream ofand also things what might give many nightmaresAnd weve done it all togetherHope this continues for the rest of our lives

Happy birthday brother ♥♥","it has been a ride manwev seen things what many dream ofand also things what might give many nightmaresand weve done it all togetherhope this continues for the rest of our lives

happy birthday brother ♥♥"
4351,8503,12504,12504,"Id give anything to be this happy at this time 

Thank you Tarek Hossain ♥",59.0,2.2,3.4,17.0,en,"Id give anything to be this happy at this time 

Thank you Tarek Hossain ♥","id give anything to be this happy at this time 

thank you tarek hossain ♥"
4352,8505,12506,12506,"The perfect Gpa 5 smile

Alhamdulillah for everything

Sheikh Fahim with his new phone 3",59.0,2.2,3.4,17.0,en,"The perfect Gpa 5 smile

Alhamdulillah for everything

Sheikh Fahim with his new phone 3","the perfect gpa 5 smile

alhamdulillah for everything

sheikh fahim with his new phone 3"
4353,8509,12510,12510,Its the memories that keep us alive forever 3,59.0,2.2,3.4,17.0,en,Its the memories that keep us alive forever 3,its the memories that keep us alive forever 3
4354,8510,12511,12511,Trackers,59.0,2.2,3.4,17.0,en,Trackers,trackers
4355,8511,12512,12512,"The trip to tell my grandchildren about

Thank you Tahsin Abdullah 3",59.0,2.2,3.4,17.0,en,"The trip to tell my grandchildren about

Thank you Tahsin Abdullah 3","the trip to tell my grandchildren about

thank you tahsin abdullah 3"
4356,8515,12516,12516,"Happy birthday to the WOMAN who grew out of this photo to be the only optimist of our familyThe one whos consistent nagging got us going throughout the yearsAnd being patient enough to tolerate me and be my Mother

SO THANK YOU AMMULOVE YOU 3

AND HAPPY BIRTHDAY",59.0,2.2,3.4,17.0,en,"Happy birthday to the WOMAN who grew out of this photo to be the only optimist of our familyThe one whos consistent nagging got us going throughout the yearsAnd being patient enough to tolerate me and be my Mother

SO THANK YOU AMMULOVE YOU 3

AND HAPPY BIRTHDAY","happy birthday to the woman who grew out of this photo to be the only optimist of our familythe one whos consistent nagging got us going throughout the yearsand being patient enough to tolerate me and be my mother

so thank you ammulove you 3

and happy birthday"
4357,8516,12517,12517,"Happy birthday manYou know I dont need to write a paragraph to say what you mean to me  So Love you  ar bidesh giye bhulis na p
And sorry for being latebut ei chobita khujte onek time lagse ",59.0,2.2,3.4,17.0,en,"Happy birthday manYou know I dont need to write a paragraph to say what you mean to me  So Love you  ar bidesh giye bhulis na p
And sorry for being latebut ei chobita khujte onek time lagse ","happy birthday manyou know i dont need to write a paragraph to say what you mean to me  so love you  ar bidesh giye bhulis na p
and sorry for being latebut ei chobita khujte onek time lagse "
4358,8520,12521,12521,Im gonna stay off facebook for some time now So if anyone wants to contact me my cell phone will be with me Good bye people ,59.0,2.2,3.4,17.0,en,Im gonna stay off facebook for some time now So if anyone wants to contact me my cell phone will be with me Good bye people ,im gonna stay off facebook for some time now so if anyone wants to contact me my cell phone will be with me good bye people 
4359,8521,12522,12522,"Thank you guys for coming 3 3

PS Falouda ta kintu na nileo hoito 😂",59.0,2.2,3.4,17.0,en,"Thank you guys for coming 3 3

PS Falouda ta kintu na nileo hoito 😂","thank you guys for coming 3 3

ps falouda ta kintu na nileo hoito 😂"
4360,8522,12523,12523,No game whatsoever 💀,59.0,2.2,3.4,17.0,en,No game whatsoever 💀,no game whatsoever 💀
4361,8523,12524,12524,"Best 31st of Our lives

bbqnight
2k17",59.0,2.2,3.4,17.0,en,"Best 31st of Our lives

bbqnight
2k17","best 31st of our lives

bbqnight
2k17"
4362,8524,12525,12525,"Creep 📻🤖

Facebook degraded the quality ",59.0,2.2,3.4,17.0,en,"Creep 📻🤖

Facebook degraded the quality ","creep 📻🤖

facebook degraded the quality "
4363,8525,12526,12526,"Arpita apus wedding ceremony  

pc   Sakib Siddiqi",59.0,2.2,3.4,17.0,en,"Arpita apus wedding ceremony  

pc   Sakib Siddiqi","arpita apus wedding ceremony  

pc   sakib siddiqi"
4364,8526,12527,12527,Being Unclouded 🎤,59.0,2.2,3.4,17.0,en,Being Unclouded 🎤,being unclouded 🎤
4365,8527,12528,12528,"Probably the last time Im posing in this beautiful campus

farewell17

Photo Credit Abu Bakar Siddique",59.0,2.2,3.4,17.0,en,"Probably the last time Im posing in this beautiful campus

farewell17

Photo Credit Abu Bakar Siddique","probably the last time im posing in this beautiful campus

farewell17

photo credit abu bakar siddique"
4366,8528,12529,12529,yearinreview2016,59.0,2.2,3.4,17.0,en,yearinreview2016,yearinreview2016
4367,8529,12530,12530,"Ragday

So the journey comes to an endA decade Im gonna cherish for the rest of my lifeMemories friends which have filled up my heartThank you StJoseph for making me what i am todayThank you for this beautiful 10 years

Love you StJoseph 
Once a Jospehite always a Josephite 3

Photo Credit  Tarek Hossain",59.0,2.2,3.4,17.0,en,"Ragday

So the journey comes to an endA decade Im gonna cherish for the rest of my lifeMemories friends which have filled up my heartThank you StJoseph for making me what i am todayThank you for this beautiful 10 years

Love you StJoseph 
Once a Jospehite always a Josephite 3

Photo Credit  Tarek Hossain","ragday

so the journey comes to an enda decade im gonna cherish for the rest of my lifememories friends which have filled up my heartthank you stjoseph for making me what i am todaythank you for this beautiful 10 years

love you stjoseph 
once a jospehite always a josephite 3

photo credit  tarek hossain"
4368,8530,12531,12531,"Spending more than half of my life in this institution was totally worth it
Thank you StJoseph 3",59.0,2.2,3.4,17.0,en,"Spending more than half of my life in this institution was totally worth it
Thank you StJoseph 3","spending more than half of my life in this institution was totally worth it
thank you stjoseph 3"
4369,8531,12532,12532,"My attempt to cover Photograph by Ed Sheeran

Comment your feedback and share if you like it ",59.0,2.2,3.4,17.0,en,"My attempt to cover Photograph by Ed Sheeran

Comment your feedback and share if you like it ","my attempt to cover photograph by ed sheeran

comment your feedback and share if you like it "
4370,8532,12533,12533,"Roses are red
Violets are blue
When I Suit Up
I look better than you 

amunc2016 galanight

PC  Moheed Tanjim Haque",59.0,2.2,3.4,17.0,en,"Roses are red
Violets are blue
When I Suit Up
I look better than you 

amunc2016 galanight

PC  Moheed Tanjim Haque","roses are red
violets are blue
when i suit up
i look better than you 

amunc2016 galanight

pc  moheed tanjim haque"
4371,8533,12534,12534,"Destination UN got featured in New Age Dhaka today Our heartfelt gratitude to Ms Mahjabeen Hai for this beautiful writing

httpepapernewagebdnet1010201622",59.0,2.2,3.4,17.0,en,"Destination UN got featured in New Age Dhaka today Our heartfelt gratitude to Ms Mahjabeen Hai for this beautiful writing

httpepapernewagebdnet1010201622","destination un got featured in new age dhaka today our heartfelt gratitude to ms mahjabeen hai for this beautiful writing

httpepapernewagebdnet1010201622"
4372,8534,12535,12535,"This picture speaks for itselfthe relation we brothers haveThe awesome guy who has the guts to conquer the Globeteaching his pupil how to take on the world

But i was probably telling him eto pera khayo na speech er time etemon ekta mota lagtese na p 3

destinationUN 
bmunc",59.0,2.2,3.4,17.0,en,"This picture speaks for itselfthe relation we brothers haveThe awesome guy who has the guts to conquer the Globeteaching his pupil how to take on the world

But i was probably telling him eto pera khayo na speech er time etemon ekta mota lagtese na p 3

destinationUN 
bmunc","this picture speaks for itselfthe relation we brothers havethe awesome guy who has the guts to conquer the globeteaching his pupil how to take on the world

but i was probably telling him eto pera khayo na speech er time etemon ekta mota lagtese na p 3

destinationun 
bmunc"
4373,8535,12536,12536,"Meet my niggas
destinationUN
bmunc",59.0,2.2,3.4,17.0,en,"Meet my niggas
destinationUN
bmunc","meet my niggas
destinationun
bmunc"
4374,8536,12537,12537,"Happy birthday dst 3
You have always been an awesome friend and indeed we have spent a memorable era together
Ar kalke kintu ami ashte chaisilam circumstances  ashte dilo na amare ",59.0,2.2,3.4,17.0,en,"Happy birthday dst 3
You have always been an awesome friend and indeed we have spent a memorable era together
Ar kalke kintu ami ashte chaisilam circumstances  ashte dilo na amare ","happy birthday dst 3
you have always been an awesome friend and indeed we have spent a memorable era together
ar kalke kintu ami ashte chaisilam circumstances  ashte dilo na amare "
4375,8537,12538,12538,Eid day with good people and good food,59.0,2.2,3.4,17.0,en,Eid day with good people and good food,eid day with good people and good food
4376,8539,12540,12540,Challenge accepted Sristy apu ,59.0,2.2,3.4,17.0,en,Challenge accepted Sristy apu ,challenge accepted sristy apu 
4377,8540,12541,12541,Dope off  ,59.0,2.2,3.4,17.0,en,Dope off  ,dope off  
4378,8544,12545,12545,"The dance for those who didnt have any baesthough Sinan was a very good partner 3 3
tb amunc2016  socials taylorsuniversity",59.0,2.2,3.4,17.0,en,"The dance for those who didnt have any baesthough Sinan was a very good partner 3 3
tb amunc2016  socials taylorsuniversity","the dance for those who didnt have any baesthough sinan was a very good partner 3 3
tb amunc2016  socials taylorsuniversity"
4379,8545,12546,12546,"Happy birthday manYou and I had some great timesBut missing you nowadaysDure shore gesish 
Anyway hope to relive those days once againChillz hobe aro insha allahBhalo thakish D D",59.0,2.2,3.4,17.0,en,"Happy birthday manYou and I had some great timesBut missing you nowadaysDure shore gesish 
Anyway hope to relive those days once againChillz hobe aro insha allahBhalo thakish D D","happy birthday manyou and i had some great timesbut missing you nowadaysdure shore gesish 
anyway hope to relive those days once againchillz hobe aro insha allahbhalo thakish d d"
4380,8546,12547,12547,Do not take life too seriously You will never get out of it alive  ,59.0,2.2,3.4,17.0,en,Do not take life too seriously You will never get out of it alive  ,do not take life too seriously you will never get out of it alive  
